 Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
61850,5218,17,1,2,0,1206,0,603,603,603,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,603,603,603,0,0,0,0,0,0,0,0,0,0,0,904.5,603,0,-2,0,0,0,0,0,0,2,1206,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9971,64922,17,1,2,0,884,0,442,442,442,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,442,442,442,0,0,0,0,0,0,0,0,0,0,0,663,442,0,-2,0,0,0,0,0,0,2,884,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9972,45162,17,1,2,0,866,0,433,433,433,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,433,433,433,0,0,0,0,0,0,0,0,0,0,0,649.5,433,0,-2,0,0,0,0,0,0,2,866,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9973,30660,17,1,2,0,804,0,402,402,402,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,402,402,402,0,0,0,0,0,0,0,0,0,0,0,603,402,0,-2,0,0,0,0,0,0,2,804,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,25233,17,1,2,0,894,0,447,447,447,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,447,447,447,0,0,0,0,0,0,0,0,0,0,0,670.5,447,0,-2,0,0,0,0,0,0,2,894,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9974,64044,17,48,2,0,886,0,443,443,443,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,443,443,443,0,0,0,0,0,0,0,0,0,0,0,664.5,443,0,-2,0,0,0,0,0,0,2,886,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9975,17351,17,1,2,0,894,0,447,447,447,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,447,447,447,0,0,0,0,0,0,0,0,0,0,0,670.5,447,0,-2,0,0,0,0,0,0,2,894,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9976,57,17,1,2,0,1170,0,585,585,585,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,585,585,585,0,0,0,0,0,0,0,0,0,0,0,877.5,585,0,-2,0,0,0,0,0,0,2,1170,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9977,10015,17,1,2,0,866,0,433,433,433,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,433,433,433,0,0,0,0,0,0,0,0,0,0,0,649.5,433,0,-2,0,0,0,0,0,0,2,866,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9978,51517,17,1,2,0,914,0,457,457,457,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,457,457,457,0,0,0,0,0,0,0,0,0,0,0,685.5,457,0,-2,0,0,0,0,0,0,2,914,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9979,22551,17,1,2,0,1042,0,521,521,521,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,521,521,521,0,0,0,0,0,0,0,0,0,0,0,781.5,521,0,-2,0,0,0,0,0,0,2,1042,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9980,37465,17,49,2,0,956,0,478,478,478,0,0,0,0,0,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,-2,0,40816.32653,0,478,478,478,0,0,0,0,0,0,0,0,0,0,0,717,478,0,-2,0,0,0,0,0,0,2,956,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9981,2618,17,1,2,0,808,0,404,404,404,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,404,404,404,0,0,0,0,0,0,0,0,0,0,0,606,404,0,-2,0,0,0,0,0,0,2,808,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9982,53294,17,1,2,0,808,0,404,404,404,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,404,404,404,0,0,0,0,0,0,0,0,0,0,0,606,404,0,-2,0,0,0,0,0,0,2,808,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9983,26968,17,1,2,0,1128,0,564,564,564,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,564,564,564,0,0,0,0,0,0,0,0,0,0,0,846,564,0,-2,0,0,0,0,0,0,2,1128,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9984,27330,17,2,2,0,806,0,403,403,403,0,0,0,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,403,403,403,0,0,0,0,0,0,0,0,0,0,0,604.5,403,0,-2,0,0,0,0,0,0,2,806,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,35467,17,2,2,0,2054,0,1027,1027,1027,0,0,0,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1027,1027,1027,0,0,0,0,0,0,0,0,0,0,0,1540.5,1027,0,-2,0,0,0,0,0,0,2,2054,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9985,56029,17,1,2,0,1180,0,590,590,590,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,590,590,590,0,0,0,0,0,0,0,0,0,0,0,885,590,0,-2,0,0,0,0,0,0,2,1180,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9986,14635,17,1,2,0,1218,0,609,609,609,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,609,609,609,0,0,0,0,0,0,0,0,0,0,0,913.5,609,0,-2,0,0,0,0,0,0,2,1218,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9987,33232,17,1,2,0,832,0,416,416,416,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,416,416,416,0,0,0,0,0,0,0,0,0,0,0,624,416,0,-2,0,0,0,0,0,0,2,832,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9988,48648,17,2,2,0,1306,0,653,653,653,0,0,0,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,653,653,653,0,0,0,0,0,0,0,0,0,0,0,979.5,653,0,-2,0,0,0,0,0,0,2,1306,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,36879,17,2,2,0,802,0,401,401,401,0,0,0,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,401,401,401,0,0,0,0,0,0,0,0,0,0,0,601.5,401,0,-2,0,0,0,0,0,0,2,802,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9989,45495,17,1,2,0,1306,0,653,653,653,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,653,653,653,0,0,0,0,0,0,0,0,0,0,0,979.5,653,0,-2,0,0,0,0,0,0,2,1306,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9990,52704,17,1,2,0,1088,0,544,544,544,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,544,544,544,0,0,0,0,0,0,0,0,0,0,0,816,544,0,-2,0,0,0,0,0,0,2,1088,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,4288,17,2,2,0,2560,0,1280,1280,1280,0,0,0,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1280,1280,1280,0,0,0,0,0,0,0,0,0,0,0,1920,1280,0,-2,0,0,0,0,0,0,2,2560,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,7347,17,1,2,0,928,0,464,464,464,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,464,464,464,0,0,0,0,0,0,0,0,0,0,0,696,464,0,-2,0,0,0,0,0,0,2,928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9991,5008,17,58,2,0,956,0,478,478,478,0,0,0,0,0,58,0,58,58,58,58,0,58,58,0,0,0,0,0,0,0,0,0,-2,0,34482.75862,0,478,478,478,0,0,0,0,0,0,0,0,0,0,0,717,478,0,-2,0,0,0,0,0,0,2,956,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9992,32016,17,1,2,0,1122,0,561,561,561,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,561,561,561,0,0,0,0,0,0,0,0,0,0,0,841.5,561,0,-2,0,0,0,0,0,0,2,1122,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9993,26589,17,1,2,0,1350,0,675,675,675,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,675,675,675,0,0,0,0,0,0,0,0,0,0,0,1012.5,675,0,-2,0,0,0,0,0,0,2,1350,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9994,30028,17,1,2,0,1754,0,877,877,877,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,877,877,877,0,0,0,0,0,0,0,0,0,0,0,1315.5,877,0,-2,0,0,0,0,0,0,2,1754,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9995,9008,17,1,2,0,838,0,419,419,419,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,419,419,419,0,0,0,0,0,0,0,0,0,0,0,628.5,419,0,-2,0,0,0,0,0,0,2,838,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,29362,17,1,2,0,926,0,463,463,463,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,463,463,463,0,0,0,0,0,0,0,0,0,0,0,694.5,463,0,-2,0,0,0,0,0,0,2,926,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9996,53017,17,1,2,0,868,0,434,434,434,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,434,434,434,0,0,0,0,0,0,0,0,0,0,0,651,434,0,-2,0,0,0,0,0,0,2,868,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9997,20105,17,1,2,0,808,0,404,404,404,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,404,404,404,0,0,0,0,0,0,0,0,0,0,0,606,404,0,-2,0,0,0,0,0,0,2,808,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,28,17,1,2,0,878,0,439,439,439,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,439,439,439,0,0,0,0,0,0,0,0,0,0,0,658.5,439,0,-2,0,0,0,0,0,0,2,878,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9998,52894,17,1,2,0,1164,0,582,582,582,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,582,582,582,0,0,0,0,0,0,0,0,0,0,0,873,582,0,-2,0,0,0,0,0,0,2,1164,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
9999,15047,17,1,2,0,914,0,457,457,457,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,457,457,457,0,0,0,0,0,0,0,0,0,0,0,685.5,457,0,-2,0,0,0,0,0,0,2,914,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10000,29417,17,1,2,0,862,0,431,431,431,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,431,431,431,0,0,0,0,0,0,0,0,0,0,0,646.5,431,0,-2,0,0,0,0,0,0,2,862,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10001,43138,17,1,2,0,1084,0,542,542,542,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,542,542,542,0,0,0,0,0,0,0,0,0,0,0,813,542,0,-2,0,0,0,0,0,0,2,1084,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10002,63286,17,1,2,0,2054,0,1027,1027,1027,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,1027,1027,1027,0,0,0,0,0,0,0,0,0,0,0,1540.5,1027,0,-2,0,0,0,0,0,0,2,2054,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10003,21921,17,1,2,0,1008,0,504,504,504,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,504,504,504,0,0,0,0,0,0,0,0,0,0,0,756,504,0,-2,0,0,0,0,0,0,2,1008,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10004,3734,17,1,2,0,860,0,430,430,430,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,430,430,430,0,0,0,0,0,0,0,0,0,0,0,645,430,0,-2,0,0,0,0,0,0,2,860,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10005,64086,17,1,2,0,1118,0,559,559,559,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,559,559,559,0,0,0,0,0,0,0,0,0,0,0,838.5,559,0,-2,0,0,0,0,0,0,2,1118,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10006,30162,17,1,2,0,846,0,423,423,423,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,423,423,423,0,0,0,0,0,0,0,0,0,0,0,634.5,423,0,-2,0,0,0,0,0,0,2,846,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10007,39987,17,48,2,0,914,0,457,457,457,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,457,457,457,0,0,0,0,0,0,0,0,0,0,0,685.5,457,0,-2,0,0,0,0,0,0,2,914,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10008,46799,17,1,2,0,914,0,457,457,457,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,457,457,457,0,0,0,0,0,0,0,0,0,0,0,685.5,457,0,-2,0,0,0,0,0,0,2,914,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10009,47388,17,1,2,0,800,0,400,400,400,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,400,400,400,0,0,0,0,0,0,0,0,0,0,0,600,400,0,-2,0,0,0,0,0,0,2,800,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10010,41427,17,48,2,0,806,0,403,403,403,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,403,403,403,0,0,0,0,0,0,0,0,0,0,0,604.5,403,0,-2,0,0,0,0,0,0,2,806,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10011,44530,17,1,2,0,804,0,402,402,402,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,402,402,402,0,0,0,0,0,0,0,0,0,0,0,603,402,0,-2,0,0,0,0,0,0,2,804,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10012,47591,17,1,2,0,956,0,478,478,478,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,478,478,478,0,0,0,0,0,0,0,0,0,0,0,717,478,0,-2,0,0,0,0,0,0,2,956,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10013,60323,17,1,2,0,832,0,416,416,416,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,416,416,416,0,0,0,0,0,0,0,0,0,0,0,624,416,0,-2,0,0,0,0,0,0,2,832,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10014,59927,17,1,2,0,1014,0,507,507,507,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,507,507,507,0,0,0,0,0,0,0,0,0,0,0,760.5,507,0,-2,0,0,0,0,0,0,2,1014,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10015,38311,17,1,2,0,1488,0,744,744,744,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,744,744,744,0,0,0,0,0,0,0,0,0,0,0,1116,744,0,-2,0,0,0,0,0,0,2,1488,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10016,65524,17,1,2,0,834,0,417,417,417,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,417,417,417,0,0,0,0,0,0,0,0,0,0,0,625.5,417,0,-2,0,0,0,0,0,0,2,834,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10017,28112,17,1,2,0,854,0,427,427,427,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,427,427,427,0,0,0,0,0,0,0,0,0,0,0,640.5,427,0,-2,0,0,0,0,0,0,2,854,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,19175,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1472,0,-2,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10018,12481,17,1,2,0,2560,0,1280,1280,1280,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,1280,1280,1280,0,0,0,0,0,0,0,0,0,0,0,1920,1280,0,-2,0,0,0,0,0,0,2,2560,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10019,61156,17,1,2,0,1118,0,559,559,559,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,559,559,559,0,0,0,0,0,0,0,0,0,0,0,838.5,559,0,-2,0,0,0,0,0,0,2,1118,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10020,2053,17,1,2,0,1488,0,744,744,744,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,744,744,744,0,0,0,0,0,0,0,0,0,0,0,1116,744,0,-2,0,0,0,0,0,0,2,1488,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,57374,17,1,2,0,826,0,413,413,413,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,413,413,413,0,0,0,0,0,0,0,0,0,0,0,619.5,413,0,-2,0,0,0,0,0,0,2,826,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,13863,17,1,2,0,1350,0,675,675,675,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,675,675,675,0,0,0,0,0,0,0,0,0,0,0,1012.5,675,0,-2,0,0,0,0,0,0,2,1350,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10021,1958,17,1,2,0,1632,0,816,816,816,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,816,816,816,0,0,0,0,0,0,0,0,0,0,0,1224,816,0,-2,0,0,0,0,0,0,2,1632,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10022,27785,17,1,2,0,816,0,408,408,408,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,408,408,408,0,0,0,0,0,0,0,0,0,0,0,612,408,0,-2,0,0,0,0,0,0,2,816,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10023,19657,17,1,2,0,1306,0,653,653,653,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,653,653,653,0,0,0,0,0,0,0,0,0,0,0,979.5,653,0,-2,0,0,0,0,0,0,2,1306,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,45730,17,48,2,0,1102,0,551,551,551,0,0,0,0,0,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,551,551,551,0,0,0,0,0,0,0,0,0,0,0,826.5,551,0,-2,0,0,0,0,0,0,2,1102,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10024,36928,17,1,2,0,906,0,453,453,453,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,453,453,453,0,0,0,0,0,0,0,0,0,0,0,679.5,453,0,-2,0,0,0,0,0,0,2,906,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10025,30534,17,1,2,0,890,0,445,445,445,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,445,445,445,0,0,0,0,0,0,0,0,0,0,0,667.5,445,0,-2,0,0,0,0,0,0,2,890,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10026,32847,17,1,2,0,1322,0,661,661,661,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,661,661,661,0,0,0,0,0,0,0,0,0,0,0,991.5,661,0,-2,0,0,0,0,0,0,2,1322,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,21893,17,1,2,0,1044,0,522,522,522,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,522,522,522,0,0,0,0,0,0,0,0,0,0,0,783,522,0,-2,0,0,0,0,0,0,2,1044,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10027,7511,17,1,2,0,806,0,403,403,403,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,403,403,403,0,0,0,0,0,0,0,0,0,0,0,604.5,403,0,-2,0,0,0,0,0,0,2,806,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10028,25475,17,1,2,0,2054,0,1027,1027,1027,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,1027,1027,1027,0,0,0,0,0,0,0,0,0,0,0,1540.5,1027,0,-2,0,0,0,0,0,0,2,2054,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
61850,721,17,1,2,0,852,0,426,426,426,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,426,426,426,0,0,0,0,0,0,0,0,0,0,0,639,426,0,-2,0,0,0,0,0,0,2,852,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10029,28466,17,1,2,0,926,0,463,463,463,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,463,463,463,0,0,0,0,0,0,0,0,0,0,0,694.5,463,0,-2,0,0,0,0,0,0,2,926,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
10030,62885,17,1,2,0,858,0,429,429,429,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,429,429,429,0,0,0,0,0,0,0,0,0,0,0,643.5,429,0,-2,0,0,0,0,0,0,2,858,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,MSSQL
